,Image_path,True_label,Prediction,Scores,Confidence
43,data/test/drawing/EXP-1972-07-08-a-i0361_3.jpg,0,6,9.532326,0.7627439
44,data/test/drawing/IMP-1983-10-03-a-i0220.jpg,0,4,9.519317,0.5601325
45,data/test/drawing/EXP-1950-01-28-a-i0233.jpg,0,6,13.085054,0.629574
46,data/test/drawing/LCE-1952-09-22-a-i0041_2.jpg,0,0,8.02172,0.48165601
47,data/test/drawing/JDG-1992-04-25-a-i0255_3.jpg,0,6,16.71229,0.88498145
48,data/test/drawing/JDG-1956-12-12-a-i0230_2.jpg,0,6,12.843248,0.6446637
49,data/test/drawing/IMP-1989-05-31-a-i0100.jpg,0,6,14.062426,0.76736736
50,data/test/drawing/JDG-1994-06-10-a-i0250.jpg,0,6,14.603305,0.4721212
51,data/test/drawing/EXP-1974-05-25-a-i0325_8.jpg,0,6,11.665622,0.80026954
52,data/test/drawing/IMP-1981-02-18-a-i0085_13.jpg,0,0,12.630604,0.81893784
53,data/test/drawing/EXP-1906-03-31-a-i0134.jpg,0,6,10.775363,0.88743895
54,data/test/drawing/IMP-1923-12-21-a-i0030.jpg,0,6,12.192421,0.7368572
55,data/test/drawing/IMP-1951-08-20-a-i0080.jpg,0,6,10.450213,0.58905363
56,data/test/drawing/IMP-1981-02-18-a-i0085_4.jpg,0,0,12.834054,0.49058247
57,data/test/drawing/EXP-1979-08-17-a-i0337.jpg,0,6,12.243422,0.78975034
58,data/test/drawing/EXP-1974-05-25-a-i0325_4.jpg,0,6,12.886306,0.83852696
59,data/test/drawing/IMP-1981-02-18-a-i0085_5.jpg,0,6,9.716344,0.5773443
60,data/test/drawing/GDL-1979-06-15-a-i0026_2.jpg,0,0,14.741104,0.592472
61,data/test/drawing/JDG-1966-05-31-a-i0021.jpg,0,7,10.7628565,0.5369832
62,data/test/drawing/IMP-1903-01-14-a-i0031.jpg,0,7,13.722046,0.86113095
63,data/test/drawing/JDG-1974-01-17-a-i0097.jpg,0,6,8.349457,0.49119174
64,data/test/drawing/EXP-1924-06-06-a-i0046.jpg,0,6,10.356596,0.7237754
65,data/test/drawing/IMP-1915-04-08-a-i0038_2.jpg,0,6,13.029404,0.4862399
66,data/test/drawing/IMP-1925-01-09-a-i0030.jpg,0,6,10.834579,0.9397496
67,data/test/drawing/IMP-1929-10-16-a-i0005.jpg,0,6,12.801604,0.61681455
68,data/test/drawing/EXP-1969-05-13-a-i0056.jpg,0,6,16.08936,0.9689919
69,data/test/drawing/IMP-1906-12-16-a-i0013.jpg,0,6,11.731324,0.6796955
70,data/test/drawing/EXP-1966-11-25-a-i0334.jpg,0,6,13.0729885,0.8978597
71,data/test/drawing/EXP-1974-05-25-a-i0325_2.jpg,0,6,9.382519,0.50344515
72,data/test/drawing/IMP-1981-02-18-a-i0085.jpg,0,6,14.271082,0.816512
73,data/test/drawing/LCE-1915-02-13-a-i0032.jpg,0,6,11.404393,0.66597795
74,data/test/drawing/IMP-1915-05-18-a-i0007.jpg,0,7,14.543173,0.9457813
75,data/test/drawing/IMP-2001-07-17-a-i0177_2.jpg,0,6,17.353828,0.98375344
76,data/test/drawing/EXP-1932-07-26-a-i0078.jpg,0,1,7.3345046,0.39327985
77,data/test/drawing/IMP-1937-02-16-a-i0012.jpg,0,6,14.588696,0.9634198
78,data/test/drawing/IMP-1984-11-06-a-i0005.jpg,0,4,10.045925,0.9001602
79,data/test/drawing/JDG-1977-06-04-a-i0219.jpg,0,4,9.777007,0.52787536
80,data/test/drawing/IMP-2001-07-17-a-i0177.jpg,0,6,16.341618,0.9645837
81,data/test/drawing/EXP-1972-07-08-a-i0361.jpg,0,6,11.275438,0.4856776
82,data/test/drawing/IMP-1936-06-23-a-i0069.jpg,0,6,17.186956,0.9800386
83,data/test/drawing/JDG-1968-10-25-a-i0086.jpg,0,6,13.405929,0.80728763
84,data/test/drawing/GDL-1975-12-13-a-i0099.jpg,0,0,14.019087,0.5162976
85,data/test/drawing/IMP-1993-09-25-a-i0275.jpg,0,6,13.3188,0.92031956
86,data/test/drawing/IMP-1904-04-09-a-i0002.jpg,0,6,16.137184,0.9876373
87,data/test/drawing/GDL-1953-05-30-a-i0173.jpg,0,0,13.253227,0.6099609
88,data/test/drawing/IMP-1901-05-29-a-i0035.jpg,0,0,14.379673,0.66615725
89,data/test/title/LCE-1942-05-20-a-i0019.jpg,8,8,20.157265,0.9979594
90,data/test/title/LCE-1911-10-18-a-i0084.jpg,8,8,19.288425,0.99421716
91,data/test/title/LCE-1921-12-09-a-i0059.jpg,8,8,19.047045,0.99379456
92,data/test/title/LCE-1901-06-01-a-i0012.jpg,8,8,17.52921,0.99511516
93,data/test/title/LCE-1932-07-15-a-i0019.jpg,8,8,19.086445,0.99718493
94,data/test/title/LCE-1911-12-06-a-i0016.jpg,8,8,19.302938,0.9876907
95,data/test/title/LCE-1906-07-25-a-i0010.jpg,8,8,12.429466,0.595066
96,data/test/title/LCE-1908-01-22-a-i0011_2.jpg,8,8,19.458637,0.987959
97,data/test/title/LCE-1942-01-21-a-i0014.jpg,8,8,18.957087,0.9989022
98,data/test/title/LCE-1906-10-13-a-i0019.jpg,8,8,18.426765,0.9973212
99,data/test/title/LCE-1944-03-31-a-i0017.jpg,8,8,20.347694,0.9983279
100,data/test/title/LCE-1910-04-27-a-i0002.jpg,8,6,13.252315,0.3930557
101,data/test/title/LCE-1913-03-01-a-i0008.jpg,8,8,16.405361,0.6416577
102,data/test/title/LCE-1910-04-02-a-i0009.jpg,8,8,17.367853,0.8481315
103,data/test/title/LCE-1952-05-02-a-i0002.jpg,8,8,13.009052,0.9047394
104,data/test/title/LCE-1900-03-17-a-i0006.jpg,8,8,15.02924,0.9632251
105,data/test/title/LCE-1953-06-26-a-i0014.jpg,8,8,18.701818,0.9675675
106,data/test/title/LCE-1912-11-23-a-i0020.jpg,8,8,19.384537,0.9977786
107,data/test/title/LCE-1914-05-15-a-i0014.jpg,8,6,12.3922,0.67317295
108,data/test/title/LCE-1908-03-07-a-i0008.jpg,8,8,19.340746,0.99748284
109,data/test/title/LCE-1905-04-08-a-i0010.jpg,8,8,13.025084,0.82438517
110,data/test/title/LCE-1948-04-05-a-i0009.jpg,8,8,12.741616,0.71411556
111,data/test/title/LCE-1931-05-08-a-i0014.jpg,8,8,18.79205,0.99587554
112,data/test/title/LCE-1913-04-09-a-i0015.jpg,8,8,17.409508,0.9807891
113,data/test/title/LCE-1900-08-29-a-i0011.jpg,8,8,18.157795,0.9995233
114,data/test/title/LCE-1912-10-19-a-i0010.jpg,8,8,18.744179,0.9934275
115,data/test/title/LCE-1907-01-01-a-i0016.jpg,8,8,19.466076,0.9935887
116,data/test/title/LCE-1919-12-12-a-i0013.jpg,8,8,19.9487,0.97208834
117,data/test/title/LCE-1909-08-11-a-i0007_2.jpg,8,8,17.03037,0.93540716
118,data/test/title/LCE-1914-06-19-a-i0015.jpg,8,8,15.94378,0.95716995
119,data/test/title/LCE-1904-07-02-a-i0002.jpg,8,8,13.267899,0.8267293
120,data/test/title/LCE-1904-06-15-a-i0019.jpg,8,8,18.43169,0.9987758
121,data/test/title/LCE-1943-01-27-a-i0017.jpg,8,8,20.328691,0.9978453
122,data/test/title/LCE-1908-08-05-a-i0017.jpg,8,8,18.251013,0.9821945
123,data/test/title/LCE-1904-01-20-a-i0002.jpg,8,8,15.512346,0.9361219
124,data/test/title/LCE-1908-03-28-a-i0012.jpg,8,8,19.82166,0.9978332
125,data/test/title/LCE-1914-07-10-a-i0015.jpg,8,8,18.340717,0.9921909
126,data/test/title/LCE-1906-06-06-a-i0018.jpg,8,8,10.016311,0.8844087
127,data/test/title/LCE-1912-10-12-a-i0009.jpg,8,8,20.218513,0.9958801
128,data/test/title/LCE-1958-06-16-a-i0011.jpg,8,8,17.80735,0.9583085
129,data/test/title/LCE-1935-06-10-a-i0011.jpg,8,8,20.316628,0.99628097
130,data/test/title/LCE-1914-05-01-a-i0002.jpg,8,8,14.887133,0.9796291
131,data/test/title/LCE-1903-04-15-a-i0005.jpg,8,8,15.444983,0.9870876
132,data/test/title/LCE-1913-01-08-a-i0015.jpg,8,8,18.569069,0.87307614
133,data/test/title/LCE-1904-07-27-a-i0010.jpg,8,8,12.87395,0.7127975
134,data/test/title/LCE-1920-12-03-a-i0084.jpg,8,8,19.200714,0.99409395
135,data/test/title/LCE-1907-12-28-a-i0001.jpg,8,9,11.247911,0.6981318
136,data/test/title/LCE-1931-07-10-a-i0012.jpg,8,8,17.776031,0.9989987
137,data/test/title/LCE-1941-08-18-a-i0015.jpg,8,8,18.671526,0.9951143
138,data/test/title/LCE-1901-02-16-a-i0011.jpg,8,8,18.694805,0.99967754
139,data/test/title/LCE-1942-01-02-a-i0012.jpg,8,8,20.121115,0.9995472
140,data/test/title/LCE-1907-08-14-a-i0009.jpg,8,8,18.159115,0.9928196
141,data/test/title/LCE-1933-10-09-a-i0017.jpg,8,8,20.534113,0.99844885
142,data/test/title/LCE-1914-05-11-a-i0016.jpg,8,8,13.638241,0.92294496
143,data/test/title/LCE-1911-10-18-a-i0002.jpg,8,6,14.504252,0.65911716
144,data/test/title/LCE-1919-07-12-a-i0020.jpg,8,8,11.036957,0.5125306
145,data/test/title/LCE-1902-02-19-a-i0007.jpg,8,8,17.068539,0.9657637
146,data/test/title/LCE-1913-02-15-a-i0009.jpg,8,8,19.740616,0.99829584
147,data/test/title/LCE-1909-05-01-a-i0001.jpg,8,9,12.164512,0.8000587
148,data/test/title/LCE-1943-01-27-a-i0008.jpg,8,8,11.146377,0.56069946
149,data/test/title/LCE-1950-02-24-a-i0001.jpg,8,8,20.617332,0.9867028
150,data/test/title/LCE-1948-09-17-a-i0020.jpg,8,8,19.659529,0.99742943
151,data/test/title/LCE-1906-06-09-a-i0002.jpg,8,6,15.54338,0.6667823
152,data/test/title/LCE-1933-02-01-a-i0009.jpg,8,8,13.185963,0.69873327
153,data/test/title/LCE-1906-03-14-a-i0020.jpg,8,8,13.693132,0.6564114
154,data/test/title/LCE-1926-12-24-a-i0057.jpg,8,8,19.234682,0.99858165
155,data/test/title/LCE-1915-04-17-a-i0011.jpg,8,8,19.509514,0.9979309
156,data/test/title/LCE-1923-03-09-a-i0051.jpg,8,8,18.75803,0.9918962
157,data/test/title/LCE-1948-06-09-a-i0015.jpg,8,8,18.578234,0.98909354
158,data/test/title/LCE-1933-09-15-a-i0015.jpg,8,8,17.418354,0.99717146
159,data/test/title/LCE-1910-12-31-a-i0018.jpg,8,8,17.765018,0.99468464
160,data/test/title/LCE-1908-10-07-a-i0011.jpg,8,8,18.891617,0.9945128
161,data/test/title/LCE-1952-02-27-a-i0002.jpg,8,8,15.03711,0.9762724
162,data/test/title/LCE-1908-09-26-a-i0010.jpg,8,8,20.875694,0.99476504
163,data/test/title/LCE-1915-04-07-a-i0012.jpg,8,8,13.777878,0.6943672
164,data/test/title/LCE-1906-02-03-a-i0003.jpg,8,8,10.728577,0.84362626
165,data/test/title/LCE-1915-12-08-a-i0013.jpg,8,8,18.323837,0.98675364
166,data/test/title/LCE-1904-03-09-a-i0001.jpg,8,8,18.82929,0.9982828
167,data/test/title/LCE-1933-05-03-a-i0012.jpg,8,8,18.873295,0.99530584
168,data/test/title/LCE-1949-12-19-a-i0016.jpg,8,8,19.483421,0.9989792
169,data/test/graph/GDL-1989-04-17-a-i0064.jpg,2,2,16.211693,0.99985516
170,data/test/graph/JDG-1976-01-09-a-i0041.jpg,2,2,16.043188,0.9996357
171,data/test/graph/EXP-1903-12-16-a-i0044.jpg,2,2,14.637745,0.99834096
172,data/test/graph/EXP-1962-11-21-a-i0136.jpg,2,2,17.686562,0.99985456
173,data/test/graph/EXP-1935-03-04-a-i0105.jpg,2,2,17.253239,0.9997676
174,data/test/graph/EXP-1923-08-21-a-i0071.jpg,2,2,11.447133,0.9095024
175,data/test/graph/EXP-1912-02-02-a-i0108.jpg,2,2,13.636483,0.98123175
176,data/test/graph/GDL-1979-02-05-a-i0102.jpg,2,2,18.187908,0.99991655
177,data/test/graph/JDG-1908-10-10-a-i0031.jpg,2,2,12.928143,0.92664903
178,data/test/graph/EXP-1911-12-09-a-i0115.jpg,2,2,13.754202,0.9787973
179,data/test/graph/EXP-1951-01-29-a-i0116.jpg,2,2,17.36926,0.9996201
180,data/test/graph/EXP-1921-08-31-a-i0070.jpg,2,2,11.438467,0.7910816
181,data/test/graph/EXP-1916-01-19-a-i0064.jpg,2,2,13.627623,0.9560322
182,data/test/graph/EXP-1913-04-28-a-i0115.jpg,2,2,12.856954,0.96972096
183,data/test/graph/EXP-1923-03-16-a-i0102.jpg,2,2,13.630083,0.9800085
184,data/test/graph/EXP-1912-11-26-a-i0106.jpg,2,2,12.340569,0.9531713
185,data/test/graph/EXP-1945-04-05-a-i0192.jpg,2,2,17.848694,0.99970067
186,data/test/graph/EXP-1923-03-21-a-i0095.jpg,2,6,9.031942,0.46753088
187,data/test/graph/EXP-1970-01-17-a-i0061.jpg,2,2,16.361374,0.9994386
188,data/test/graph/GDL-1989-04-17-a-i0064_2.jpg,2,2,15.519582,0.9992569
189,data/test/graph/JDG-1997-05-01-a-i0235.jpg,2,2,13.992629,0.99695045
190,data/test/graph/EXP-1913-02-21-a-i0127.jpg,2,2,13.045097,0.94888926
191,data/test/graph/EXP-1908-07-09-a-i0073_2.jpg,2,6,9.759069,0.33667877
192,data/test/graph/GDL-1979-10-09-a-i0095.jpg,2,2,15.83074,0.9999037
193,data/test/graph/IMP-1994-10-29-a-i0103.jpg,2,2,13.840271,0.9808353
194,data/test/graph/EXP-1913-09-08-a-i0104.jpg,2,2,13.243309,0.9338613
195,data/test/graph/EXP-1918-02-08-a-i0068.jpg,2,2,10.038986,0.7353851
196,data/test/graph/EXP-1936-05-22-a-i0112.jpg,2,2,16.673786,0.9992188
197,data/test/graph/GDL-1996-02-01-a-i0256.jpg,2,2,14.129112,0.9895907
198,data/test/graph/EXP-1931-10-26-a-i0101_2.jpg,2,2,16.98527,0.9996044
199,data/test/graph/EXP-1913-11-07-a-i0100.jpg,2,2,16.142048,0.98866934
200,data/test/graph/EXP-1903-11-30-a-i0052.jpg,2,2,15.912268,0.99925965
201,data/test/graph/EXP-1920-10-02-a-i0159.jpg,2,2,13.041384,0.92232656
202,data/test/graph/EXP-1948-05-28-a-i0189.jpg,2,2,16.509344,0.998993
203,data/test/graph/JDG-1907-09-14-a-i0064.jpg,2,2,14.3639965,0.9874371
204,data/test/graph/EXP-1915-02-26-a-i0072.jpg,2,2,16.91803,0.99903995
205,data/test/other/LCE-1926-11-05-a-i0060.jpg,9,3,11.086557,0.9756124
206,data/test/other/IMP-1995-08-12-a-i0127.jpg,9,6,10.29995,0.8083723
207,data/test/other/LCE-1941-01-03-a-i0020.jpg,9,8,10.540716,0.66258913
208,data/test/other/LCE-1994-10-05-a-i0047.jpg,9,3,8.070616,0.36822462
209,data/test/game/EXP-1976-05-15-a-i0373.jpg,1,2,12.152521,0.7537905
210,data/test/game/IMP-2017-11-18-a-i0260.jpg,1,1,11.307068,0.734239
211,data/test/game/JDG-1947-12-27-a-i0052.jpg,1,8,10.764179,0.30399913
212,data/test/game/IMP-1941-10-18-a-i0034.jpg,1,8,10.355644,0.9343162
213,data/test/game/IMP-1973-09-01-a-i0208.jpg,1,1,11.192385,0.54302967
214,data/test/game/EXP-2017-07-07-a-i0104.jpg,1,8,14.036912,0.6318274
215,data/test/game/GDL-1964-05-30-a-i0320.jpg,1,1,14.577492,0.83017886
216,data/test/game/JDG-1988-01-20-a-i0172.jpg,1,2,11.282925,0.4957615
217,data/test/game/JDG-1942-06-09-a-i0052.jpg,1,1,9.846318,0.8113121
218,data/test/game/GDL-1915-07-04-a-i0099.jpg,1,6,19.381557,0.9889099
219,data/test/game/JDG-1987-11-06-a-i0201.jpg,1,1,10.138748,0.8647104
220,data/test/game/IMP-1981-10-23-a-i0114.jpg,1,8,12.28475,0.88035595
221,data/test/game/IMP-1958-06-25-a-i0118.jpg,1,1,11.271711,0.8460757
222,data/test/game/GDL-1961-04-08-a-i0326.jpg,1,1,12.070168,0.8970763
223,data/test/game/EXP-2000-11-14-a-i0347_2.jpg,1,6,11.777704,0.5004841
224,data/test/game/EXP-1972-06-12-a-i0345_2.jpg,1,1,12.418514,0.78334785
225,data/test/game/EXP-1967-09-29-a-i0450_2.jpg,1,1,13.088711,0.6173943
226,data/test/game/IMP-2002-05-06-a-i0141.jpg,1,6,12.118046,0.7412287
227,data/test/game/GDL-1938-09-18-a-i0054.jpg,1,6,11.5670395,0.8697821
228,data/test/game/GDL-1926-07-12-a-i0063_2.jpg,1,8,11.0205555,0.85983306
229,data/test/game/IMP-1973-10-31-a-i0019.jpg,1,1,10.949651,0.4971652
230,data/test/game/GDL-1974-11-02-a-i0180_9.jpg,1,2,16.958544,0.989228
231,data/test/game/EXP-1956-03-05-a-i0103.jpg,1,1,13.335355,0.8734826
232,data/test/game/GDL-1964-05-30-a-i0320_6.jpg,1,1,13.068119,0.97868526
233,data/test/game/GDL-1971-03-06-a-i0329.jpg,1,1,11.214424,0.83220416
234,data/test/game/EXP-2013-08-14-a-i0109.jpg,1,1,11.677846,0.86434126
235,data/test/game/JDG-1974-05-18-a-i0221_2.jpg,1,1,10.880133,0.8188085
236,data/test/game/EXP-2009-03-18-a-i0136.jpg,1,1,11.324347,0.6344461
237,data/test/game/EXP-1939-12-13-a-i0083.jpg,1,6,13.819283,0.92931104
238,data/test/game/EXP-1965-10-04-a-i0242.jpg,1,8,10.140008,0.8297363
239,data/test/game/JDG-1974-09-14-a-i0221.jpg,1,6,13.779223,0.89154714
240,data/test/game/IMP-1989-07-01-a-i0086_3.jpg,1,6,13.178985,0.92106086
241,data/test/game/GDL-1958-03-15-a-i0317.jpg,1,1,14.05127,0.54344946
242,data/test/game/EXP-2011-10-25-a-i0292.jpg,1,1,11.365349,0.58363587
243,data/test/game/IMP-1985-07-06-a-i0063.jpg,1,6,10.301976,0.712427
244,data/test/game/IMP-2008-10-15-a-i0133_3.jpg,1,6,10.781704,0.7395747
245,data/test/game/IMP-1967-05-03-a-i0276.jpg,1,1,11.3204,0.46915254
246,data/test/game/EXP-1981-09-01-a-i0332.jpg,1,6,10.079968,0.3708088
247,data/test/game/JDG-1943-06-09-a-i0074.jpg,1,1,11.388788,0.4634417
248,data/test/game/EXP-1936-02-14-a-i0035.jpg,1,1,10.621305,0.8975921
249,data/test/game/EXP-1981-09-01-a-i0332_3.jpg,1,4,12.145546,0.7951891
250,data/test/game/EXP-1996-12-30-a-i0048.jpg,1,6,13.338776,0.91427565
251,data/test/game/EXP-2014-07-11-a-i0125.jpg,1,8,9.97774,0.80969113
252,data/test/game/EXP-1959-02-20-a-i0098.jpg,1,1,13.94815,0.7291292
253,data/test/game/JDG-1936-02-07-a-i0064.jpg,1,8,13.156008,0.99543166
254,data/test/comic/IMP-1965-03-13-a-i0144.jpg,4,6,13.7284355,0.8876035
255,data/test/comic/IMP-1957-11-02-a-i0173_5.jpg,4,4,10.934744,0.9036986
256,data/test/comic/GDL-1936-12-18-a-i0041.jpg,4,4,11.708006,0.88762724
257,data/test/comic/IMP-1992-12-19-a-i0198_2.jpg,4,4,14.587953,0.99851066
258,data/test/comic/IMP-1960-08-06-a-i0090_4.jpg,4,6,8.912786,0.4491012
259,data/test/comic/IMP-1961-11-01-a-i0016.jpg,4,4,13.52487,0.9431753
260,data/test/comic/LCE-1999-01-22-a-i0030.jpg,4,4,10.9745865,0.9187222
261,data/test/comic/IMP-1960-08-06-a-i0090_7.jpg,4,4,8.816559,0.7546386
262,data/test/comic/EXP-1956-07-25-a-i0105.jpg,4,4,10.153717,0.78849566
263,data/test/comic/IMP-1957-12-16-a-i0087.jpg,4,4,11.696456,0.97468764
264,data/test/comic/EXP-1965-12-24-a-i0313_3.jpg,4,4,16.274687,0.9995346
265,data/test/comic/IMP-2012-09-01-a-i0115.jpg,4,4,13.875395,0.9997502
266,data/test/comic/EXP-1959-02-20-a-i0098_4.jpg,4,4,12.880705,0.80058545
267,data/test/comic/IMP-1974-02-12-a-i0183.jpg,4,4,13.291325,0.9929262
268,data/test/comic/IMP-1965-03-13-a-i0144_3.jpg,4,4,10.225595,0.77239853
269,data/test/comic/EXP-1958-05-20-a-i0092_3.jpg,4,4,11.380627,0.9132034
270,data/test/comic/LCE-1969-05-19-a-i0016_3.jpg,4,4,16.055742,0.9998622
271,data/test/comic/IMP-1979-12-03-a-i0187.jpg,4,4,12.259086,0.864273
272,data/test/comic/IMP-1993-04-16-a-i0150.jpg,4,6,9.897207,0.74380964
273,data/test/comic/EXP-1966-07-15-a-i0238.jpg,4,4,8.7105465,0.6677011
274,data/test/comic/EXP-1966-07-16-a-i0254_6.jpg,4,4,9.467857,0.6209711
275,data/test/comic/IMP-1959-12-05-a-i0123.jpg,4,3,8.051937,0.46143872
276,data/test/comic/EXP-1979-12-29-a-i0132.jpg,4,4,10.2312765,0.5286279
277,data/test/comic/IMP-2012-10-15-a-i0103.jpg,4,4,14.726842,0.9998481
278,data/test/comic/EXP-1989-08-16-a-i0308_4.jpg,4,4,13.615549,0.976086
279,data/test/comic/EXP-1958-01-21-a-i0185.jpg,4,4,10.768579,0.9316361
280,data/test/comic/EXP-1967-01-26-a-i0258_3.jpg,4,4,15.5158,0.9998696
281,data/test/comic/EXP-1965-01-28-a-i0311.jpg,4,4,12.369909,0.7924
282,data/test/comic/EXP-2004-11-03-a-i0131_2.jpg,4,4,11.48446,0.84059495
283,data/test/comic/EXP-1998-11-11-a-i0396.jpg,4,4,11.417189,0.9699336
284,data/test/comic/EXP-1968-06-14-a-i0472.jpg,4,4,12.641563,0.9756026
285,data/test/comic/EXP-2000-03-18-a-i0362.jpg,4,4,9.929318,0.9253527
286,data/test/comic/EXP-1976-12-31-a-i0420.jpg,4,4,16.314669,0.99982256
287,data/test/comic/EXP-1962-01-05-a-i0084_2.jpg,4,4,17.038565,0.999912
288,data/test/comic/IMP-1949-09-09-a-i0013.jpg,4,4,10.886967,0.7351399
289,data/test/comic/EXP-1940-04-09-a-i0069.jpg,4,4,10.124693,0.8605364
290,data/test/comic/IMP-1942-05-29-a-i0016.jpg,4,4,10.275578,0.62243456
291,data/test/comic/IMP-1959-02-06-a-i0032.jpg,4,6,11.895454,0.85693395
292,data/test/comic/GDL-1915-12-05-a-i0098.jpg,4,6,7.693066,0.6281954
293,data/test/comic/IMP-1947-07-04-a-i0016.jpg,4,6,7.803315,0.2958086
294,data/test/map/GDL-1907-04-02-a-i0069.jpg,5,5,13.6005945,0.9046597
295,data/test/map/GDL-1950-05-17-a-i0056.jpg,5,5,17.582756,0.984027
296,data/test/map/GDL-1991-06-01-a-i0298.jpg,5,5,15.957407,0.96681714
297,data/test/map/LCE-1998-03-06-a-i0015_2.jpg,5,5,16.442593,0.52864546
298,data/test/map/GDL-1941-07-15-a-i0121.jpg,5,5,16.424595,0.6243627
299,data/test/map/IMP-1960-01-16-a-i0024.jpg,5,6,15.58337,0.6887068
300,data/test/map/EXP-1992-02-14-a-i0439_3.jpg,5,5,17.270773,0.9983676
301,data/test/map/EXP-1957-07-04-a-i0103_2.jpg,5,5,18.643469,0.9856389
302,data/test/map/JDG-1987-04-10-a-i0203_2.jpg,5,6,15.327175,0.89994514
303,data/test/map/EXP-2009-01-31-a-i0302_2.jpg,5,5,14.425936,0.9997539
304,data/test/map/JDG-1959-02-02-a-i0018.jpg,5,5,17.216763,0.84640765
305,data/test/map/EXP-2003-09-29-a-i0014.jpg,5,5,17.81155,0.9970578
306,data/test/map/GDL-1918-12-02-a-i0002.jpg,5,5,16.874016,0.51996696
307,data/test/map/EXP-2017-08-02-a-i0209.jpg,5,5,13.246749,0.9952011
