Type_of_change,Image_path,True_label,Prediction,Scores,Confidence
spanish_prompts3,data/test/drawing/IMP-2001-07-17-a-i0177.jpg,0,3,15.182614,0.7673793
spanish_prompts3,data/test/drawing/EXP-1972-07-08-a-i0361.jpg,0,0,11.890064,0.8899975
spanish_prompts3,data/test/drawing/IMP-1936-06-23-a-i0069.jpg,0,7,12.903753,0.7594466
spanish_prompts3,data/test/drawing/JDG-1968-10-25-a-i0086.jpg,0,0,12.450848,0.58509547
spanish_prompts3,data/test/drawing/GDL-1975-12-13-a-i0099.jpg,0,0,11.287672,0.61761355
spanish_prompts3,data/test/drawing/IMP-1993-09-25-a-i0275.jpg,0,0,9.334961,0.4016298
spanish_prompts3,data/test/drawing/IMP-1904-04-09-a-i0002.jpg,0,1,9.926677,0.689407
spanish_prompts3,data/test/drawing/GDL-1953-05-30-a-i0173.jpg,0,0,10.800382,0.7524716
spanish_prompts3,data/test/drawing/IMP-1901-05-29-a-i0035.jpg,0,1,12.0439625,0.48543152
spanish_prompts3,data/test/title/LCE-1942-05-20-a-i0019.jpg,7,7,18.503063,0.9950353
spanish_prompts3,data/test/title/LCE-1911-10-18-a-i0084.jpg,7,7,16.457695,0.98668855
spanish_prompts3,data/test/title/LCE-1921-12-09-a-i0059.jpg,7,7,16.78321,0.99204963
spanish_prompts3,data/test/title/LCE-1901-06-01-a-i0012.jpg,7,7,16.833546,0.9984994
spanish_prompts3,data/test/title/LCE-1932-07-15-a-i0019.jpg,7,7,16.969612,0.99758315
spanish_prompts3,data/test/title/LCE-1911-12-06-a-i0016.jpg,7,7,18.449661,0.8491631
spanish_prompts3,data/test/title/LCE-1906-07-25-a-i0010.jpg,7,7,11.329192,0.9061517
spanish_prompts3,data/test/title/LCE-1908-01-22-a-i0011_2.jpg,7,7,18.76282,0.93994695
spanish_prompts3,data/test/title/LCE-1942-01-21-a-i0014.jpg,7,7,17.775518,0.99710053
spanish_prompts3,data/test/title/LCE-1906-10-13-a-i0019.jpg,7,7,16.240385,0.9961714
spanish_prompts3,data/test/title/LCE-1944-03-31-a-i0017.jpg,7,7,20.168068,0.9990422
spanish_prompts3,data/test/title/LCE-1910-04-27-a-i0002.jpg,7,3,14.585681,0.9429113
spanish_prompts3,data/test/title/LCE-1913-03-01-a-i0008.jpg,7,7,15.339779,0.923574
spanish_prompts3,data/test/title/LCE-1910-04-02-a-i0009.jpg,7,7,14.750666,0.91041464
spanish_prompts3,data/test/title/LCE-1952-05-02-a-i0002.jpg,7,7,12.657034,0.97238714
spanish_prompts3,data/test/title/LCE-1900-03-17-a-i0006.jpg,7,7,12.458147,0.86912584
spanish_prompts3,data/test/title/LCE-1953-06-26-a-i0014.jpg,7,7,18.033857,0.77175426
spanish_prompts3,data/test/title/LCE-1912-11-23-a-i0020.jpg,7,7,16.82848,0.99696654
spanish_prompts3,data/test/title/LCE-1914-05-15-a-i0014.jpg,7,3,11.722029,0.7348989
spanish_prompts3,data/test/title/LCE-1908-03-07-a-i0008.jpg,7,7,18.444176,0.998279
spanish_prompts3,data/test/title/LCE-1905-04-08-a-i0010.jpg,7,7,13.042303,0.9106199
spanish_prompts3,data/test/title/LCE-1948-04-05-a-i0009.jpg,7,7,11.916714,0.8931398
spanish_prompts3,data/test/title/LCE-1931-05-08-a-i0014.jpg,7,7,16.98121,0.98475885
spanish_prompts3,data/test/title/LCE-1913-04-09-a-i0015.jpg,7,7,16.322369,0.9869495
spanish_prompts3,data/test/title/LCE-1900-08-29-a-i0011.jpg,7,7,17.472198,0.99962616
spanish_prompts3,data/test/title/LCE-1912-10-19-a-i0010.jpg,7,7,18.03381,0.9960383
spanish_prompts3,data/test/title/LCE-1907-01-01-a-i0016.jpg,7,7,17.717442,0.875579
spanish_prompts3,data/test/title/LCE-1919-12-12-a-i0013.jpg,7,7,18.900019,0.99783033
spanish_prompts3,data/test/title/LCE-1909-08-11-a-i0007_2.jpg,7,3,16.44855,0.8069994
spanish_prompts3,data/test/title/LCE-1914-06-19-a-i0015.jpg,7,7,15.17853,0.9925413
spanish_prompts3,data/test/title/LCE-1904-07-02-a-i0002.jpg,7,7,11.618399,0.8646009
spanish_prompts3,data/test/title/LCE-1904-06-15-a-i0019.jpg,7,7,16.789246,0.99180096
spanish_prompts3,data/test/title/LCE-1943-01-27-a-i0017.jpg,7,7,19.4091,0.9991917
spanish_prompts3,data/test/title/LCE-1908-08-05-a-i0017.jpg,7,7,16.928257,0.5985593
spanish_prompts3,data/test/title/LCE-1904-01-20-a-i0002.jpg,7,7,13.762791,0.5568098
spanish_prompts3,data/test/title/LCE-1908-03-28-a-i0012.jpg,7,7,17.799368,0.9822327
spanish_prompts3,data/test/title/LCE-1914-07-10-a-i0015.jpg,7,7,16.99852,0.98587114
spanish_prompts3,data/test/title/LCE-1906-06-06-a-i0018.jpg,7,7,9.234109,0.8363549
spanish_prompts3,data/test/title/LCE-1912-10-12-a-i0009.jpg,7,7,18.418028,0.8864594
spanish_prompts3,data/test/title/LCE-1958-06-16-a-i0011.jpg,7,7,18.1819,0.9917155
spanish_prompts3,data/test/title/LCE-1935-06-10-a-i0011.jpg,7,7,19.776237,0.99656975
spanish_prompts3,data/test/title/LCE-1914-05-01-a-i0002.jpg,7,7,13.20677,0.95239246
spanish_prompts3,data/test/title/LCE-1903-04-15-a-i0005.jpg,7,7,13.800465,0.99375784
spanish_prompts3,data/test/title/LCE-1913-01-08-a-i0015.jpg,7,7,17.553514,0.8197686
spanish_prompts3,data/test/title/LCE-1904-07-27-a-i0010.jpg,7,7,12.280267,0.89647895
spanish_prompts3,data/test/title/LCE-1920-12-03-a-i0084.jpg,7,7,17.840302,0.9943914
spanish_prompts3,data/test/title/LCE-1907-12-28-a-i0001.jpg,7,3,10.297866,0.66668046
spanish_prompts3,data/test/title/LCE-1931-07-10-a-i0012.jpg,7,7,17.682781,0.998681
spanish_prompts3,data/test/title/LCE-1941-08-18-a-i0015.jpg,7,7,16.242716,0.99627703
spanish_prompts3,data/test/title/LCE-1901-02-16-a-i0011.jpg,7,7,17.266762,0.99888355
spanish_prompts3,data/test/title/LCE-1942-01-02-a-i0012.jpg,7,7,18.793402,0.9984919
spanish_prompts3,data/test/title/LCE-1907-08-14-a-i0009.jpg,7,7,16.08366,0.9946825
spanish_prompts3,data/test/title/LCE-1933-10-09-a-i0017.jpg,7,7,19.229921,0.99395245
spanish_prompts3,data/test/title/LCE-1914-05-11-a-i0016.jpg,7,7,12.847532,0.83468634
spanish_prompts3,data/test/title/LCE-1911-10-18-a-i0002.jpg,7,3,14.531588,0.9474387
spanish_prompts3,data/test/title/LCE-1919-07-12-a-i0020.jpg,7,7,10.223201,0.55512136
spanish_prompts3,data/test/title/LCE-1902-02-19-a-i0007.jpg,7,7,15.158805,0.9543483
spanish_prompts3,data/test/title/LCE-1913-02-15-a-i0009.jpg,7,7,19.176603,0.9976549
spanish_prompts3,data/test/title/LCE-1909-05-01-a-i0001.jpg,7,3,10.745661,0.62375975
spanish_prompts3,data/test/title/LCE-1943-01-27-a-i0008.jpg,7,7,10.625868,0.96449316
spanish_prompts3,data/test/title/LCE-1950-02-24-a-i0001.jpg,7,7,18.34822,0.9278826
spanish_prompts3,data/test/title/LCE-1948-09-17-a-i0020.jpg,7,7,18.462454,0.99716103
spanish_prompts3,data/test/title/LCE-1906-06-09-a-i0002.jpg,7,3,14.921734,0.7328094
spanish_prompts3,data/test/title/LCE-1933-02-01-a-i0009.jpg,7,7,13.07825,0.89006567
spanish_prompts3,data/test/title/LCE-1906-03-14-a-i0020.jpg,7,3,13.421312,0.6660848
spanish_prompts3,data/test/title/LCE-1926-12-24-a-i0057.jpg,7,7,18.155014,0.9975051
spanish_prompts3,data/test/title/LCE-1915-04-17-a-i0011.jpg,7,7,18.728579,0.8716942
spanish_prompts3,data/test/title/LCE-1923-03-09-a-i0051.jpg,7,7,16.933262,0.99109954
spanish_prompts3,data/test/title/LCE-1948-06-09-a-i0015.jpg,7,7,19.15403,0.9977969
spanish_prompts3,data/test/title/LCE-1933-09-15-a-i0015.jpg,7,7,15.90881,0.9816871
spanish_prompts3,data/test/title/LCE-1910-12-31-a-i0018.jpg,7,7,15.438466,0.9970752
spanish_prompts3,data/test/title/LCE-1908-10-07-a-i0011.jpg,7,7,17.427345,0.8555857
spanish_prompts3,data/test/title/LCE-1952-02-27-a-i0002.jpg,7,7,14.326881,0.9614542
spanish_prompts3,data/test/title/LCE-1908-09-26-a-i0010.jpg,7,7,20.276804,0.9805353
spanish_prompts3,data/test/title/LCE-1915-04-07-a-i0012.jpg,7,3,12.580362,0.6030371
spanish_prompts3,data/test/title/LCE-1906-02-03-a-i0003.jpg,7,7,9.988564,0.9194431
spanish_prompts3,data/test/title/LCE-1915-12-08-a-i0013.jpg,7,7,16.138138,0.9881561
spanish_prompts3,data/test/title/LCE-1904-03-09-a-i0001.jpg,7,7,17.947117,0.99282587
spanish_prompts3,data/test/title/LCE-1933-05-03-a-i0012.jpg,7,7,18.673122,0.99566936
spanish_prompts3,data/test/title/LCE-1949-12-19-a-i0016.jpg,7,7,18.263977,0.9985764
spanish_prompts3,data/test/graph/GDL-1989-04-17-a-i0064.jpg,2,2,10.916878,0.97713566
spanish_prompts3,data/test/graph/JDG-1976-01-09-a-i0041.jpg,2,2,11.022345,0.9828923
spanish_prompts3,data/test/graph/EXP-1903-12-16-a-i0044.jpg,2,2,10.387867,0.9599844
spanish_prompts3,data/test/graph/EXP-1962-11-21-a-i0136.jpg,2,2,11.855323,0.98797256
spanish_prompts3,data/test/graph/EXP-1935-03-04-a-i0105.jpg,2,2,13.539434,0.9973392
spanish_prompts3,data/test/graph/EXP-1923-08-21-a-i0071.jpg,2,2,10.810872,0.9487742
spanish_prompts3,data/test/graph/EXP-1912-02-02-a-i0108.jpg,2,2,9.717079,0.82532966
spanish_prompts3,data/test/graph/GDL-1979-02-05-a-i0102.jpg,2,2,11.920752,0.9964715
spanish_prompts3,data/test/graph/JDG-1908-10-10-a-i0031.jpg,2,7,10.45544,0.8800804
spanish_prompts3,data/test/graph/EXP-1911-12-09-a-i0115.jpg,2,2,11.200975,0.89764756
spanish_prompts3,data/test/graph/EXP-1951-01-29-a-i0116.jpg,2,2,15.046679,0.9966312
spanish_prompts3,data/test/graph/EXP-1921-08-31-a-i0070.jpg,2,2,10.15336,0.8240291
spanish_prompts3,data/test/graph/EXP-1916-01-19-a-i0064.jpg,2,2,11.075263,0.87965477
spanish_prompts3,data/test/graph/EXP-1913-04-28-a-i0115.jpg,2,2,10.616644,0.91408515
spanish_prompts3,data/test/graph/EXP-1923-03-16-a-i0102.jpg,2,2,12.983251,0.98417836
spanish_prompts3,data/test/graph/EXP-1912-11-26-a-i0106.jpg,2,2,10.648749,0.8468741
spanish_prompts3,data/test/graph/EXP-1945-04-05-a-i0192.jpg,2,2,13.834493,0.99677086
spanish_prompts3,data/test/graph/EXP-1923-03-21-a-i0095.jpg,2,2,8.562591,0.65282965
spanish_prompts3,data/test/graph/EXP-1970-01-17-a-i0061.jpg,2,2,11.606691,0.9584692
spanish_prompts3,data/test/graph/GDL-1989-04-17-a-i0064_2.jpg,2,2,11.227177,0.9449147
spanish_prompts3,data/test/graph/JDG-1997-05-01-a-i0235.jpg,2,2,11.6068125,0.91512585
spanish_prompts3,data/test/graph/EXP-1913-02-21-a-i0127.jpg,2,2,10.906889,0.836136
spanish_prompts3,data/test/graph/EXP-1908-07-09-a-i0073_2.jpg,2,7,8.693785,0.387279
spanish_prompts3,data/test/graph/GDL-1979-10-09-a-i0095.jpg,2,2,9.836609,0.9706506
spanish_prompts3,data/test/graph/IMP-1994-10-29-a-i0103.jpg,2,2,9.510922,0.9688467
spanish_prompts3,data/test/graph/EXP-1913-09-08-a-i0104.jpg,2,2,11.169201,0.91316104
spanish_prompts3,data/test/graph/EXP-1918-02-08-a-i0068.jpg,2,2,9.207109,0.7279981
spanish_prompts3,data/test/graph/EXP-1936-05-22-a-i0112.jpg,2,2,13.047432,0.98284894
spanish_prompts3,data/test/graph/GDL-1996-02-01-a-i0256.jpg,2,2,9.807585,0.8747641
spanish_prompts3,data/test/graph/EXP-1931-10-26-a-i0101_2.jpg,2,2,14.002105,0.99413633
spanish_prompts3,data/test/graph/EXP-1913-11-07-a-i0100.jpg,2,2,13.032984,0.9172767
spanish_prompts3,data/test/graph/EXP-1903-11-30-a-i0052.jpg,2,2,11.177097,0.9940884
spanish_prompts3,data/test/graph/EXP-1920-10-02-a-i0159.jpg,2,2,10.866034,0.900975
spanish_prompts3,data/test/graph/EXP-1948-05-28-a-i0189.jpg,2,2,13.168072,0.98924017
spanish_prompts3,data/test/graph/JDG-1907-09-14-a-i0064.jpg,2,7,9.410486,0.656771
spanish_prompts3,data/test/graph/EXP-1915-02-26-a-i0072.jpg,2,2,12.529551,0.9908489
spanish_prompts3,data/test/game/EXP-1976-05-15-a-i0373.jpg,1,2,12.651092,0.7565343
spanish_prompts3,data/test/game/IMP-2017-11-18-a-i0260.jpg,1,2,14.086252,0.6139717
spanish_prompts3,data/test/game/JDG-1947-12-27-a-i0052.jpg,1,7,11.827396,0.94819903
spanish_prompts3,data/test/game/IMP-1941-10-18-a-i0034.jpg,1,7,11.481209,0.8499676
spanish_prompts3,data/test/game/IMP-1973-09-01-a-i0208.jpg,1,1,12.975145,0.51871413
spanish_prompts3,data/test/game/EXP-2017-07-07-a-i0104.jpg,1,1,16.810352,0.552668
spanish_prompts3,data/test/game/GDL-1964-05-30-a-i0320.jpg,1,1,14.979088,0.8028405
spanish_prompts3,data/test/game/JDG-1988-01-20-a-i0172.jpg,1,1,9.564741,0.50036705
spanish_prompts3,data/test/game/JDG-1942-06-09-a-i0052.jpg,1,1,12.380836,0.800431
spanish_prompts3,data/test/game/GDL-1915-07-04-a-i0099.jpg,1,3,14.72411,0.79173344
spanish_prompts3,data/test/game/JDG-1987-11-06-a-i0201.jpg,1,1,13.46501,0.9503644
spanish_prompts3,data/test/game/IMP-1981-10-23-a-i0114.jpg,1,7,14.305687,0.9741542
spanish_prompts3,data/test/game/IMP-1958-06-25-a-i0118.jpg,1,1,13.081657,0.92056674
spanish_prompts3,data/test/game/GDL-1961-04-08-a-i0326.jpg,1,1,12.5221405,0.97409976
spanish_prompts3,data/test/game/EXP-2000-11-14-a-i0347_2.jpg,1,2,13.851206,0.9355214
spanish_prompts3,data/test/game/EXP-1972-06-12-a-i0345_2.jpg,1,2,13.048174,0.5038586
spanish_prompts3,data/test/game/EXP-1967-09-29-a-i0450_2.jpg,1,1,13.878482,0.5253552
spanish_prompts3,data/test/game/IMP-2002-05-06-a-i0141.jpg,1,2,13.024187,0.8002882
spanish_prompts3,data/test/game/GDL-1938-09-18-a-i0054.jpg,1,2,14.365141,0.6111021
spanish_prompts3,data/test/game/GDL-1926-07-12-a-i0063_2.jpg,1,7,12.697948,0.90900034
spanish_prompts3,data/test/game/IMP-1973-10-31-a-i0019.jpg,1,2,12.454588,0.78834635
spanish_prompts3,data/test/game/GDL-1974-11-02-a-i0180_9.jpg,1,2,14.4963,0.9444493
spanish_prompts3,data/test/game/EXP-1956-03-05-a-i0103.jpg,1,1,15.089916,0.843369
spanish_prompts3,data/test/game/GDL-1964-05-30-a-i0320_6.jpg,1,1,13.002805,0.9643035
spanish_prompts3,data/test/game/GDL-1971-03-06-a-i0329.jpg,1,1,14.483986,0.98794377
spanish_prompts3,data/test/game/EXP-2013-08-14-a-i0109.jpg,1,7,10.915201,0.6296383
spanish_prompts3,data/test/game/JDG-1974-05-18-a-i0221_2.jpg,1,1,12.961596,0.9607488
spanish_prompts3,data/test/game/EXP-2009-03-18-a-i0136.jpg,1,7,10.84424,0.7725228
spanish_prompts3,data/test/game/EXP-1939-12-13-a-i0083.jpg,1,2,9.575907,0.40511557
spanish_prompts3,data/test/game/EXP-1965-10-04-a-i0242.jpg,1,7,10.282501,0.89785856
spanish_prompts3,data/test/game/JDG-1974-09-14-a-i0221.jpg,1,1,13.83885,0.74467725
spanish_prompts3,data/test/game/IMP-1989-07-01-a-i0086_3.jpg,1,2,13.143795,0.75202715
spanish_prompts3,data/test/game/GDL-1958-03-15-a-i0317.jpg,1,1,16.824371,0.8282515
spanish_prompts3,data/test/game/EXP-2011-10-25-a-i0292.jpg,1,2,14.27107,0.6130234
spanish_prompts3,data/test/game/IMP-1985-07-06-a-i0063.jpg,1,2,12.081326,0.88324463
spanish_prompts3,data/test/game/IMP-2008-10-15-a-i0133_3.jpg,1,2,12.570358,0.78812677
spanish_prompts3,data/test/game/IMP-1967-05-03-a-i0276.jpg,1,1,13.957384,0.79042906
spanish_prompts3,data/test/game/EXP-1981-09-01-a-i0332.jpg,1,2,11.783939,0.7481894
spanish_prompts3,data/test/game/JDG-1943-06-09-a-i0074.jpg,1,2,14.646633,0.9369178
spanish_prompts3,data/test/game/EXP-1936-02-14-a-i0035.jpg,1,1,12.883384,0.9542468
spanish_prompts3,data/test/game/EXP-1981-09-01-a-i0332_3.jpg,1,4,12.078316,0.9814678
spanish_prompts3,data/test/game/EXP-1996-12-30-a-i0048.jpg,1,2,13.731043,0.8600488
spanish_prompts3,data/test/game/EXP-2014-07-11-a-i0125.jpg,1,7,8.3780575,0.4286337
spanish_prompts3,data/test/game/EXP-1959-02-20-a-i0098.jpg,1,1,15.003582,0.6087581
spanish_prompts3,data/test/game/JDG-1936-02-07-a-i0064.jpg,1,7,14.582752,0.9921651
spanish_prompts3,data/test/comic/IMP-1965-03-13-a-i0144.jpg,4,0,10.4357395,0.32678384
spanish_prompts3,data/test/comic/IMP-1957-11-02-a-i0173_5.jpg,4,0,10.87126,0.5678867
spanish_prompts3,data/test/comic/GDL-1936-12-18-a-i0041.jpg,4,4,14.134786,0.88989013
spanish_prompts3,data/test/comic/IMP-1992-12-19-a-i0198_2.jpg,4,4,12.733433,0.8623882
spanish_prompts3,data/test/comic/IMP-1960-08-06-a-i0090_4.jpg,4,2,9.295506,0.7594332
spanish_prompts3,data/test/comic/IMP-1961-11-01-a-i0016.jpg,4,4,11.9907055,0.9453168
spanish_prompts3,data/test/comic/LCE-1999-01-22-a-i0030.jpg,4,0,9.940289,0.5925768
spanish_prompts3,data/test/comic/IMP-1960-08-06-a-i0090_7.jpg,4,2,6.324788,0.6423259
spanish_prompts3,data/test/comic/EXP-1956-07-25-a-i0105.jpg,4,2,10.082397,0.45584017
spanish_prompts3,data/test/comic/IMP-1957-12-16-a-i0087.jpg,4,4,12.569916,0.7904631
spanish_prompts3,data/test/comic/EXP-1965-12-24-a-i0313_3.jpg,4,2,11.455671,0.69883
spanish_prompts3,data/test/comic/IMP-2012-09-01-a-i0115.jpg,4,4,15.497198,0.9998017
spanish_prompts3,data/test/comic/EXP-1959-02-20-a-i0098_4.jpg,4,4,11.55088,0.693209
spanish_prompts3,data/test/comic/IMP-1974-02-12-a-i0183.jpg,4,4,11.706567,0.8218674
spanish_prompts3,data/test/comic/IMP-1965-03-13-a-i0144_3.jpg,4,2,10.561512,0.9263791
spanish_prompts3,data/test/comic/EXP-1958-05-20-a-i0092_3.jpg,4,6,9.237629,0.5467727
spanish_prompts3,data/test/comic/LCE-1969-05-19-a-i0016_3.jpg,4,4,13.506062,0.9582748
