File Path,Prompt,Class Name,Predicted Text
../data/test/title/LCE-1910-12-31-a-i0018.jpg,<image>This image can be classified as a,title,monogram.
../data/test/title/LCE-1902-02-19-a-i0007.jpg,<image>This image can be classified as a,title,letter N.
../data/test/title/LCE-1948-04-05-a-i0009.jpg,<image>This image can be classified as a,title,number 0
../data/test/map/GDL-1991-06-01-a-i0298.jpg,<image>This image can be classified as a,map,weather map.
../data/test/map/EXP-1992-02-14-a-i0439_3.jpg,<image>This image can be classified as a,map,political map of Europe.
../data/test/map/JDG-1940-03-08-a-i0008.jpg,<image>This image can be classified as a,map,map of Georgia.
../data/test/map/EXP-1957-07-04-a-i0103_2.jpg,<image>This image can be classified as a,map,railroad map.
../data/test/map/EXP-1979-10-23-a-i0132_2.jpg,<image>This image can be classified as a,map,topographic map.
../data/test/map/IMP-1960-01-16-a-i0024.jpg,<image>This image can be classified as a,map,map of the Soviet Union.
../data/test/map/EXP-2003-09-29-a-i0014.jpg,<image>This image can be classified as a,map,political map of Hong Kong.
../data/test/map/GDL-1907-04-02-a-i0069.jpg,<image>This image can be classified as a,map,geologic map.
../data/test/map/JDG-1959-02-02-a-i0018.jpg,<image>This image can be classified as a,map,"map, a political cartoon, or an illustration of a map. It is a map of the French"
../data/test/map/GDL-1950-05-17-a-i0056.jpg,<image>This image can be classified as a,map,map or a diagram. It is a map of the area around the town of Comblat in
../data/test/map/EXP-2017-08-02-a-i0209.jpg,<image>This image can be classified as a,map,newspaper article.
../data/test/map/GDL-1918-12-02-a-i0002.jpg,<image>This image can be classified as a,map,map or a diagram. It is a map of the Zambesi River and its tributaries.
../data/test/map/EXP-2009-01-31-a-i0302_2.jpg,<image>This image can be classified as a,map,weather map.
../data/test/map/LCE-1998-03-06-a-i0015_2.jpg,<image>This image can be classified as a,map,topographic map.
../data/test/map/GDL-1941-07-15-a-i0121.jpg,<image>This image can be classified as a,map,map of the Middle East.
../data/test/map/JDG-1987-04-10-a-i0203_2.jpg,<image>This image can be classified as a,map,political map of Switzerland.
../data/test/logo/JDG-1925-08-29-a-i0041.jpg,<image>This image can be classified as a,logo,symbol of the French Revolution.
../data/test/logo/JDG-1977-12-17-a-i0244.jpg,<image>This image can be classified as a,logo,black and white image of a flower.
../data/test/logo/LCE-1977-11-18-a-i0010.jpg,<image>This image can be classified as a,logo,logo.
../data/test/logo/EXP-1979-05-04-a-i0025.jpg,<image>This image can be classified as a,logo,symbol of the French police.
../data/test/logo/LCE-1952-08-29-a-i0021.jpg,<image>This image can be classified as a,logo,logo or a sign. It is a black and white image of a rubber stamp with the words Rub
../data/test/logo/LCE-1939-02-22-a-i0036.jpg,<image>This image can be classified as a,logo,book cover. It is a black-and-white photograph of the front cover of a book entitled
../data/test/logo/LCE-1981-02-17-a-i0063_2.jpg,<image>This image can be classified as a,logo,logo or a symbol. It is a circle with the letters ASSA in the center. The letters
../data/test/logo/IMP-1979-12-27-a-i0050.jpg,<image>This image can be classified as a,logo,"newspaper clipping. It is a newspaper clipping from the French newspaper, Le Figaro, dated"
../data/test/logo/JDG-1907-11-03-a-i0012.jpg,<image>This image can be classified as a,logo,symbol of the Democratic Party.
../data/test/logo/IMP-1973-01-30-a-i0025.jpg,<image>This image can be classified as a,logo,word collage. The word 'page' is made up of a variety of different words.
../data/test/logo/LCE-1909-05-26-a-i0023.jpg,<image>This image can be classified as a,logo,logo or a sign. It is a black and white image of the H.A.S.
../data/test/logo/GDL-1978-02-27-a-i0145.jpg,<image>This image can be classified as a,logo,rooster.
../data/test/logo/JDG-1909-10-12-a-i0099.jpg,<image>This image can be classified as a,logo,micrograph.
../data/test/logo/IMP-1915-06-08-a-i0031.jpg,<image>This image can be classified as a,logo,musical staff.
../data/test/logo/LCE-1924-03-03-a-i0033.jpg,<image>This image can be classified as a,logo,black and white version of a postcard.  It shows a tower on a hill.  The
../data/test/logo/EXP-1923-03-21-a-i0023.jpg,<image>This image can be classified as a,logo,label. It is a circular label with the word 'MODE' printed on it. The word '
../data/test/logo/JDG-1907-12-13-a-i0050.jpg,<image>This image can be classified as a,logo,woodcut. It is a woodcut of a cross with a sun in the center. The sun
../data/test/logo/LCE-1970-06-23-a-i0095_2.jpg,<image>This image can be classified as a,logo,coat of arms.
../data/test/logo/IMP-1980-04-03-a-i0263.jpg,<image>This image can be classified as a,logo,vector clip art.
../data/test/logo/LCE-1903-12-23-a-i0048.jpg,<image>This image can be classified as a,logo,comic strip. It is a black and white illustration of a chocolate bar with the word 'chocolate
../data/test/logo/LCE-1952-05-16-a-i0010.jpg,<image>This image can be classified as a,logo,newspaper ad.
../data/test/logo/EXP-1966-11-11-a-i0429.jpg,<image>This image can be classified as a,logo,logo or a symbol. It is a stylized letter 'V' with the letter 'T'
../data/test/logo/LCE-1908-11-04-a-i0048.jpg,<image>This image can be classified as a,logo,coat of arms
../data/test/logo/IMP-1915-03-27-a-i0043.jpg,<image>This image can be classified as a,logo,musical staff.
../data/test/logo/LCE-1929-06-14-a-i0044.jpg,<image>This image can be classified as a,logo,trade card for Citron.
../data/test/logo/EXP-2003-01-31-a-i0051.jpg,<image>This image can be classified as a,logo,service mark.
../data/test/logo/LCE-1904-11-26-a-i0031.jpg,<image>This image can be classified as a,logo,copyright symbol.
../data/test/logo/EXP-2017-10-24-a-i0150.jpg,<image>This image can be classified as a,logo,telephone number or a website address. It is not a telephone number. It is a website address.
../data/test/logo/IMP-2016-11-03-a-i0254.jpg,<image>This image can be classified as a,logo,logo for La Mejor
../data/test/logo/LCE-1970-04-14-a-i0026.jpg,<image>This image can be classified as a,logo,logo. It is a black and white version of a logo.
../data/test/logo/IMP-2014-01-03-a-i0088.jpg,<image>This image can be classified as a,logo,logo of the Agenda.
../data/test/logo/LCE-1952-05-09-a-i0053_2.jpg,<image>This image can be classified as a,logo,poster. It is a French poster for the movie Nouvelle Eléna.
../data/test/logo/EXP-2005-11-16-a-i0232_2.jpg,<image>This image can be classified as a,logo,newspaper clipping. It is a black and white photo of a basketball player.
../data/test/logo/GDL-1965-04-27-a-i0119.jpg,<image>This image can be classified as a,logo,bookplate.
../data/test/logo/JDG-1982-07-05-a-i0042.jpg,<image>This image can be classified as a,logo,flower.
../data/test/logo/EXP-2016-03-11-a-i0182.jpg,<image>This image can be classified as a,logo,logo or a symbol for the Indicateurs
../data/test/logo/EXP-1906-02-05-a-i0060.jpg,<image>This image can be classified as a,logo,"trademark, copyright, or copyrighted symbol. It is a trademark, copyright, or copyrighted symbol. It"
../data/test/logo/LCE-1903-11-04-a-i0027.jpg,<image>This image can be classified as a,logo,poster. It is an advertisement for a theatre company. It is in black and white. It is
../data/test/logo/IMP-1963-03-12-a-i0199.jpg,<image>This image can be classified as a,logo,crown.
../data/test/logo/JDG-1970-04-09-a-i0185.jpg,<image>This image can be classified as a,logo,Stamp
../data/test/logo/IMP-1996-03-27-a-i0210_2.jpg,<image>This image can be classified as a,logo,woodcut. It is a black and white image of a man's head with a large mouth and
../data/test/logo/LCE-1923-06-22-a-i0016.jpg,<image>This image can be classified as a,logo,newspaper clipping. It is a newspaper clipping from the French newspaper Le Petit Vingti
../data/test/logo/EXP-1953-05-30-a-i0157.jpg,<image>This image can be classified as a,logo,newspaper advertisement. It is an advertisement for the Sappenzeppelner Syphilitic
../data/test/logo/LCE-1975-02-14-a-i0004.jpg,<image>This image can be classified as a,logo,logo or a sign. It is a black and white image of the word 'DIRECTE' in
../data/test/logo/IMP-1990-08-22-a-i0508.jpg,<image>This image can be classified as a,logo,logo of the club
../data/test/game/IMP-2002-05-06-a-i0141.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/GDL-1926-07-12-a-i0063_2.jpg,<image>This image can be classified as a,game,word search.
../data/test/game/IMP-2008-10-15-a-i0133_3.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/IMP-1985-07-06-a-i0063.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-1936-02-14-a-i0035.jpg,<image>This image can be classified as a,game,chess diagram.
../data/test/game/GDL-1971-03-06-a-i0329.jpg,<image>This image can be classified as a,game,chess diagram.
../data/test/game/EXP-1939-12-13-a-i0083.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/JDG-1974-09-14-a-i0221.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/JDG-1943-06-09-a-i0074.jpg,<image>This image can be classified as a,game,grid.
../data/test/game/EXP-1996-12-30-a-i0048.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/IMP-1958-06-25-a-i0118.jpg,<image>This image can be classified as a,game,Sudoku puzzle.
../data/test/game/EXP-1981-09-01-a-i0332_3.jpg,<image>This image can be classified as a,game,comic strip. It is a drawing of a man and a woman standing in a room. The man
../data/test/game/JDG-1942-06-09-a-i0052.jpg,<image>This image can be classified as a,game,chess diagram.
../data/test/game/GDL-1958-03-15-a-i0317.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/IMP-1973-09-01-a-i0208.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/IMP-1981-10-23-a-i0114.jpg,<image>This image can be classified as a,game,word search puzzle.
../data/test/game/EXP-2013-08-14-a-i0109.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-2011-10-25-a-i0292.jpg,<image>This image can be classified as a,game,Sudoku puzzle.
../data/test/game/IMP-1989-07-01-a-i0086_3.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-1956-03-05-a-i0103.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/IMP-2017-11-18-a-i0260.jpg,<image>This image can be classified as a,game,Sudoku puzzle.
../data/test/game/EXP-2000-11-14-a-i0347_2.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-2014-07-11-a-i0125.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-1976-05-15-a-i0373.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/GDL-1938-09-18-a-i0054.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/IMP-1973-10-31-a-i0019.jpg,<image>This image can be classified as a,game,Sudoku puzzle.
../data/test/game/JDG-1988-01-20-a-i0172.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-2017-07-07-a-i0104.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-1967-09-29-a-i0450_2.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/GDL-1964-05-30-a-i0320.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-1965-10-04-a-i0242.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/JDG-1987-11-06-a-i0201.jpg,<image>This image can be classified as a,game,chess diagram.
../data/test/game/JDG-1936-02-07-a-i0064.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-1959-02-20-a-i0098.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/GDL-1974-11-02-a-i0180_9.jpg,<image>This image can be classified as a,game,"diagram of a stringed instrument, a diagram of a stringed instrument, or a diagram of a"
../data/test/game/GDL-1915-07-04-a-i0099.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/IMP-1967-05-03-a-i0276.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/JDG-1974-05-18-a-i0221_2.jpg,<image>This image can be classified as a,game,chess diagram.
../data/test/game/JDG-1947-12-27-a-i0052.jpg,<image>This image can be classified as a,game,deck of playing cards.
../data/test/game/EXP-1972-06-12-a-i0345_2.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/GDL-1964-05-30-a-i0320_6.jpg,<image>This image can be classified as a,game,chess diagram.
../data/test/game/GDL-1961-04-08-a-i0326.jpg,<image>This image can be classified as a,game,chess diagram.
../data/test/game/EXP-1981-09-01-a-i0332.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/game/EXP-2009-03-18-a-i0136.jpg,<image>This image can be classified as a,game,word search puzzle.
../data/test/game/IMP-1941-10-18-a-i0034.jpg,<image>This image can be classified as a,game,crossword puzzle.
../data/test/photo/EXP-1929-08-19-a-i0011.jpg,<image>This image can be classified as a,photo,cabinet card. It is a portrait of a man with a mustache.
../data/test/photo/IMP-1977-11-14-a-i0107.jpg,<image>This image can be classified as a,photo,black and white photo of a man and a woman sitting at a table with a microphone in front of
../data/test/photo/EXP-2012-03-20-a-i0180.jpg,<image>This image can be classified as a,photo,"screenshot from a video posted online by the French far-right Front National (FN) party, showing"
../data/test/photo/IMP-1915-05-01-a-i0007.jpg,<image>This image can be classified as a,photo,postcard. It shows a steamship in the water.
../data/test/photo/GDL-1928-01-12-a-i0003.jpg,<image>This image can be classified as a,photo,black and white photograph of a man wearing a military uniform.
../data/test/photo/IMP-1976-06-14-a-i0140.jpg,<image>This image can be classified as a,photo,black and white photo of a large group of girls doing gymnastics.
../data/test/photo/IMP-2015-06-19-a-i0017.jpg,<image>This image can be classified as a,photo,street view of a residential building
../data/test/photo/IMP-2017-05-10-a-i0059.jpg,<image>This image can be classified as a,photo,photo of a road construction site.
../data/test/photo/IMP-1944-04-03-a-i0005.jpg,<image>This image can be classified as a,photo,woodpecker trap.
../data/test/photo/IMP-2010-08-14-a-i0188.jpg,<image>This image can be classified as a,photo,close-up of two women standing in a field of grass. The woman on the left is smiling
../data/test/photo/LCE-1989-09-22-a-i0018.jpg,<image>This image can be classified as a,photo,view of a vineyard.
../data/test/photo/IMP-1913-07-31-a-i0020.jpg,<image>This image can be classified as a,photo,collage of several images of the wreckage of the train.
../data/test/photo/EXP-1967-08-21-a-i0234.jpg,<image>This image can be classified as a,photo,black and white photo of a racing car.
../data/test/photo/LCE-1970-07-28-a-i0070.jpg,<image>This image can be classified as a,photo,black and white or sepia toned photograph of a man. He is wearing a dark suit and
../data/test/photo/EXP-2012-06-14-a-i0072.jpg,<image>This image can be classified as a,photo,photo of a man and a woman at a table with a bottle of vodka and a bottle of vodka
../data/test/photo/JDG-1945-02-16-a-i0075_2.jpg,<image>This image can be classified as a,photo,publicity still or promotional still. It is a black and white photograph of a man and a woman.
../data/test/photo/IMP-1997-08-09-a-i0216.jpg,<image>This image can be classified as a,photo,still from a movie or television show. It shows a man and a woman standing in front of a
../data/test/photo/EXP-1971-12-02-a-i0451.jpg,<image>This image can be classified as a,photo,black and white photo of a woman in a white dress and hat. She is standing in front of
../data/test/photo/EXP-1971-08-30-a-i0012.jpg,<image>This image can be classified as a,photo,black and white photograph of a man in a bathing suit.
../data/test/photo/EXP-1913-03-10-a-i0089.jpg,<image>This image can be classified as a,photo,postcard.  It is a view of the town from the top of the hill.  The
../data/test/photo/GDL-1940-07-31-a-i0068.jpg,<image>This image can be classified as a,photo,newspaper clipping. It is a portrait of a young girl wearing a hat.
../data/test/photo/IMP-1972-04-20-a-i0026.jpg,<image>This image can be classified as a,photo,"publicity still from a film. It shows a young man in a white shirt and blue jeans, holding"
../data/test/photo/IMP-1981-01-08-a-i0013.jpg,<image>This image can be classified as a,photo,"postcard, but it is not a postcard. It is a picture of a truck with a"
../data/test/photo/EXP-1940-12-13-a-i0002.jpg,<image>This image can be classified as a,photo,black and white photo of a man with a mustache. He is wearing a black suit and a
../data/test/photo/EXP-1940-06-14-a-i0005.jpg,<image>This image can be classified as a,photo,mock-up of a tank.
../data/test/photo/EXP-2010-12-02-a-i0036.jpg,<image>This image can be classified as a,photo,close-up of a person holding a blood sample
../data/test/photo/EXP-2007-10-16-a-i0176.jpg,<image>This image can be classified as a,photo,newspaper clipping. It is a picture of a soccer player kicking the ball.
../data/test/photo/IMP-2012-11-05-a-i0101.jpg,<image>This image can be classified as a,photo,still from a video.
../data/test/photo/IMP-1990-10-02-a-i0036.jpg,<image>This image can be classified as a,photo,"hoax, but it's not. It's a photo of a nuclear power plant in France."
../data/test/photo/JDG-1979-05-09-a-i0130.jpg,<image>This image can be classified as a,photo,still from a newsreel. It shows a group of soldiers in a shop. The soldiers are
../data/test/photo/EXP-1957-05-08-a-i0009.jpg,<image>This image can be classified as a,photo,black and white photograph of a group of men and women participating in a reenactment of the
../data/test/photo/JDG-1959-11-11-a-i0141.jpg,<image>This image can be classified as a,photo,"sketch. It is a view of a bridge over a canal, with a house in the foreground."
../data/test/photo/IMP-2010-01-14-a-i0019.jpg,<image>This image can be classified as a,photo,"still from a movie. It shows a mother and her children in Port-au-Prince, Haiti"
../data/test/photo/IMP-1969-09-13-a-i0155.jpg,<image>This image can be classified as a,photo,black and white photograph of a construction site.
../data/test/photo/EXP-1966-02-18-a-i0473.jpg,<image>This image can be classified as a,photo,postcard.  It is a photograph of the Saturn V rocket.  The rocket is standing on
../data/test/photo/IMP-1980-11-07-a-i0383.jpg,<image>This image can be classified as a,photo,rugby league photograph.
../data/test/photo/IMP-1969-10-06-a-i0157.jpg,<image>This image can be classified as a,photo,photo of a display table. It shows a display table with a number of models on it. The
../data/test/photo/IMP-1949-12-22-a-i0014.jpg,<image>This image can be classified as a,photo,black and white or sepia photograph. It is a black and white photograph of a man standing in
../data/test/photo/EXP-1999-02-26-a-i0228.jpg,<image>This image can be classified as a,photo,photo of a person holding a flag
../data/test/photo/EXP-1929-04-20-a-i0006.jpg,<image>This image can be classified as a,photo,stereograph. The stereograph is a photographic process in which two photographs are taken at the same time
../data/test/photo/IMP-1961-09-04-a-i0048.jpg,<image>This image can be classified as a,photo,"black and white photo and a color photo. In the black and white photo, there is a woman"
../data/test/photo/IMP-1961-09-08-a-i0166.jpg,<image>This image can be classified as a,photo,black and white photo of a man wearing a suit and tie. He is standing in front of a
../data/test/photo/IMP-2016-03-02-a-i0381.jpg,<image>This image can be classified as a,photo,close-up of a woman looking at her reflection in the mirror of a car.
../data/test/photo/IMP-1982-06-11-a-i0227.jpg,<image>This image can be classified as a,photo,black and white photograph of a tower on a hill.
../data/test/photo/IMP-1914-04-14-a-i0002.jpg,<image>This image can be classified as a,photo,cabinet card. It is a portrait of Queen Victoria.
../data/test/photo/JDG-1990-05-08-a-i0116.jpg,<image>This image can be classified as a,photo,black and white photo of a group of people wearing hazmat suits.
../data/test/photo/EXP-1988-06-27-a-i0026.jpg,<image>This image can be classified as a,photo,newspaper clipping. It is a black and white photograph of a racing car.
../data/test/photo/EXP-1975-11-27-a-i0296.jpg,<image>This image can be classified as a,photo,black and white photograph of a wood burning stove.
../data/test/photo/JDG-1989-11-07-a-i0090.jpg,<image>This image can be classified as a,photo,still from a documentary film. It is a black and white photograph of a group of people standing in
../data/test/photo/IMP-2006-03-11-a-i0243.jpg,<image>This image can be classified as a,photo,publicity still or promotional still. It is a black and white photo of a man in a suit and
../data/test/photo/IMP-2012-06-27-a-i0062.jpg,<image>This image can be classified as a,photo,still from a movie or a still from a TV series. It is a picture of a man and
../data/test/photo/EXP-1993-11-12-a-i0261.jpg,<image>This image can be classified as a,photo,still from a video. It is a still from a video showing a group of people standing in front
../data/test/photo/JDG-1937-11-19-a-i0106.jpg,<image>This image can be classified as a,photo,photo of a woman wearing a fur coat.
../data/test/photo/LCE-1969-07-09-a-i0083.jpg,<image>This image can be classified as a,photo,black and white photo of a bridge.
../data/test/photo/IMP-1945-05-09-a-i0006.jpg,<image>This image can be classified as a,photo,portrait of a soldier.
../data/test/photo/IMP-1943-06-05-a-i0002.jpg,<image>This image can be classified as a,photo,"postcard, but it is not a postcard.  It is a photograph of a group of"
../data/test/photo/JDG-1943-09-20-a-i0023.jpg,<image>This image can be classified as a,photo,postcard. It is a photograph of a German Panzerkampfwagen VI Tiger tank.
../data/test/photo/EXP-1962-02-01-a-i0167.jpg,<image>This image can be classified as a,photo,black and white photograph of the front of the building.
../data/test/photo/JDG-1945-04-11-a-i0005.jpg,<image>This image can be classified as a,photo,propaganda image. It shows a group of young boys in uniform standing in front of a large group of
../data/test/photo/EXP-2005-01-21-a-i0307.jpg,<image>This image can be classified as a,photo,publicity still or promotional still. It is a black and white photograph of a man and a woman sitting
../data/test/photo/IMP-1960-07-16-a-i0064.jpg,<image>This image can be classified as a,photo,black and white photograph of a giraffe.
../data/test/photo/EXP-1925-02-14-a-i0084.jpg,<image>This image can be classified as a,photo,postcard. It is a photograph of a Douglas DC-3.
